timestamp,sensor_id,temp_C,hum_%,TVOC_ppb,eCO2_ppm,PM1_0,PM2_5,PM10
2026-03-19 17:18:48,Sensor2,23.50,22.00,7,400,3,4,5
2026-03-19 17:18:49,Sensor2,23.50,22.00,19,401,3,4,5
2026-03-19 17:18:50,Sensor2,23.50,22.00,18,400,3,3,5
2026-03-19 17:18:51,Sensor2,23.50,22.10,18,400,2,3,4
2026-03-19 17:18:52,Sensor2,23.50,22.10,11,400,2,3,4
2026-03-19 17:18:53,Sensor2,23.50,22.00,15,400,3,4,5
2026-03-19 17:18:54,Sensor2,23.50,22.00,20,405,3,4,5
2026-03-19 17:18:54,Sensor2,23.50,22.10,14,401,2,4,4
2026-03-19 17:18:55,Sensor2,23.50,22.10,21,400,2,4,4
2026-03-19 17:18:56,Sensor2,23.50,22.10,17,400,3,4,4
2026-03-19 17:18:57,Sensor2,23.50,22.10,16,400,3,4,4
2026-03-19 17:18:58,Sensor2,23.50,22.10,18,400,3,4,4
2026-03-19 17:18:59,Sensor2,23.50,22.10,13,400,3,4,4
2026-03-19 17:19:00,Sensor2,23.50,22.10,16,400,3,4,4
2026-03-19 17:19:01,Sensor2,23.50,22.10,10,400,3,4,4
2026-03-19 17:19:02,Sensor2,23.50,22.10,11,400,3,4,4
2026-03-19 17:19:03,Sensor2,23.50,22.10,12,400,3,4,4
2026-03-19 17:19:05,Sensor2,23.50,22.10,8,400,3,4,4
2026-03-19 17:19:06,Sensor2,23.50,22.10,10,400,3,4,4
2026-03-19 17:19:07,Sensor2,23.50,22.10,4,400,3,4,4
